Title,Author,Score,Ratings,Published
Dark Places,Gillian Flynn,3.95,714194,2009
Tastes Like War,Grace M. Cho,3.96,10058,2021
"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,4.13,1928448,1985
"Animal, Vegetable, Junk: A History of Food, from Sustainable to Suicidal",Mark Bittman,3.9,2955,2021
Girl Missing (Kaitlyn Carr #1),Kate Gable,3.94,6834,2021
Mother Howl,Craig Clevenger,3.98,115,2023
Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.08,166737,2017
"Out of the Gate (Gold Rush Ranch, #1.5)",Elsie Silver,3.74,2206,2021
Termination Shock,Neal Stephenson,3.84,14834,2021
Golden Hills,Jennifer Weiner,3.95,7974,2023
Nausea,Jean-Paul Sartre,3.94,111577,1938
The Warmth of Other Suns: the Epic Story of America's Great Migration,Isabel Wilkerson,4.45,95573,2010
"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,4.29,286948,2016
"Obsidian Throne (The Lochlann Feuds, #4)",Robin D. Mahle,4.38,1962,2021
"Lumberjanes, Vol. 1: Beware the Kitten Holy",N.D. Stevenson,3.92,73536,2015
When You Get the Chance,Emma Lord,3.92,8737,2022
"Hating the Player (Campus Wallflowers, #2)",Rebecca Jenshak,3.89,4584,2022
Sleepy Sheepy,Lucy Ruth Cummins,3.69,373,2023
"In This Moment (Timeless, #2)",Gabrielle  Meyer,4.59,1088,2023
The Art of Fielding,Chad Harbach,3.98,111881,2011
Spider-Man: Fake Red,Yusuke Osawa,4.34,184,2023
A Universe from Nothing: Why There Is Something Rather Than Nothing,Lawrence M. Krauss,3.94,28432,2012
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,428127,1968
Batman: Year One,Frank Miller,4.23,241225,1987
"The Teachers: A Year Inside America&#39;s Most Vulnerable, Important Profession",Alexandra Robbins,4.25,1719,2023
Will They or Won&#39;t They,Ava Wilder,3.79,5401,2023
"Court of Shadows (Institute of the Shadow Fae, #1)",C.N. Crawford,4.16,11325,2018
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.02,661242,2011
"呪術廻戦 14 (Jujutsu Kaisen, #14)",Gege Akutami,4.69,8876,2021
When the World Didn&#39;t End: A Memoir,Guinevere Turner,3.77,769,2023
On the Shore (Cottonwood Cove #3),Laura Pavlov,4.42,3854,2023
Flash Point: A Firefighter&#39;s Journey Through PTSD,Christy  Warren,4.66,32,2023
The Happy Life of Isadora Bentley,Courtney Walsh,4.31,2016,2023
"Manslaughter Park (Jane Austen Murder Mystery, #3)",Tirzah Price,3.67,441,2023
Superman: Red Son,Mark Millar,4.17,56563,2003
Messy Roots: A Graphic Memoir of a Wuhanese American,Laura Gao,4.27,3692,2022
Physics of the Impossible,Michio Kaku,4.09,38594,2008
Marvel Comics: A Manga Tribute,Marvel Comics,4.25,8,2023
"What Happened To You?: Conversations on Trauma, Resilience, and Healing",Bruce D. Perry,4.46,62907,2021
The Great Divorce,C.S. Lewis,4.3,141113,1946
Sorrow and Bliss,Meg Mason,4.13,83999,2020
The Pale-Faced Lie,David   Crow,4.29,22178,2019
Counting Lost Stars,Kim van Alkemade,4.17,126,2023
"The Flavor Bible: The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs",Andrew Dornenburg,4.02,21090,2008
Elsewhere,Dean Koontz,4.13,18720,2020
とんがり帽子のアトリエ 11 [Tongari Bōshi no Atelier 11],Kamome Shirahama,4.59,416,2022
The Boys from Biloxi,John Grisham,4.1,63880,2022
Lessons in Chemistry,Bonnie Garmus,4.33,727284,2022
"Kitchen Garden Revival: A modern guide to creating a stylish, small-scale, low-maintenance, edible garden",Nicole Johnsey Burke,4.05,482,2020
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,3.95,253706,2013
"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,3.92,222385,2020
How to Kiss Your Grumpy Boss (Hawthorne Brothers #2),Jenny Proctor,4.12,2765,2022
The Jetsetters,Amanda Eyre Ward,3.09,50345,2020
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.64,132113,2003
What an Owl Knows: The New Science of the World&#39;s Most Enigmatic Birds,Jennifer Ackerman,4.26,341,2023
Wrony,Petra Dvořáková,4.42,17943,2020
"And Break the Pretty Kings (Sacred Bone, #1)",Lena Jeong,3.47,165,2023
"A Voice in the Wind (Mark of the Lion, #1)",Francine Rivers,4.56,90426,1993
"Her, Too",Bonnie Kistler,3.9,237,2023
"Weston: A Billionaire&#39;s Game Novel (Billionaire&#39;s Game series, #2)",Samantha Whiskey,4.18,1358,2023
Clarity &amp; Connection,Yung Pueblo,4.31,8484,2019
"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.83,561488,2013
"Speak: Find Your Voice, Trust Your Gut, and Get from Where You Are to Where You Want to Be",Tunde Oyeneyin,4.32,7903,2022
100 Days of Sunlight,Abbie Emmons,4.21,6177,2019
The Twisted Ones: An Afk Book (Five Nights at Freddy&#39;s Graphic Novel 2): Volume 2,Christopher Hastings,4.16,1483,2021
"Saga, Volume 3",Brian K. Vaughan,4.49,92831,2014
Why Not Me?,Mindy Kaling,3.91,211530,2015
Gone Girl,Gillian Flynn,4.12,2924938,2012
"악역의 엔딩은 죽음뿐 1 (Villains are Destined to Die, Vol. 1)",Gyeoeul Gwon,4.52,2393,2021
Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,3.84,16699,2001
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1000403,2017
"Random Acts of Medicine: The Hidden Forces That Sway Doctors, Impact Patients, and Shape Our Health",Anupam B. Jena,3.72,127,2023
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.19,35043,2009
Maeve Fly,C.J. Leede,3.95,2240,2023
The Magnificent Lives of Marjorie Post,Allison Pataki,4.16,35060,2022
Lapvona,Ottessa Moshfegh,3.54,38243,2022
Mantras &amp; Minotaurs (Leviathan Fitness #3),Ashley Bennett,4.42,1119,2023
"The Man with the Silver Saab (Detective Varg, #3)",Alexander McCall Smith,4.03,2327,2021
The Skull,Jon Klassen,4.26,1144,2023
System Change (System Universe #1),SunriseCV,4.44,4677,2022
"Attack on Titan, Vol. 3 (Attack on Titan, #3)",Hajime Isayama,4.46,31383,2010
"Hello, Molly!: A Memoir",Molly Shannon,4.13,31108,2022
"Finale (Caraval, #3)",Stephanie Garber,4.2,140783,2019
Accidental Bride (Legally Bound Duet Book 1),Cristina Lollabrigida,4.19,32,2023
They Called Us Enemy,George Takei,4.42,39680,2019
Quietly Hostile: Essays,Samantha Irby,3.86,6824,2023
Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.95,200690,2015
One Last Stop,Casey McQuiston,3.95,202981,2021
The Damages,Genevieve  Scott,3.85,95,2023
Mary Ventura and the Ninth Kingdom,Sylvia Plath,3.98,10409,2019
Timelines of Nature: From Mountains and Glaciers to Mayflies and Marsupials,D.K. Publishing,4.91,11,2023
"The Selection (The Selection, #1)",Kiera Cass,4.09,1445668,2012
"The Giver (The Giver, #1)",Lois Lowry,4.12,2328482,1993
Bullshit Jobs: A Theory,David Graeber,4.04,22035,2018
The Crow Valley Karaoke Championships,Ali Bryan,3.78,122,2023
"Wayward Son (Simon Snow, #2)",Rainbow Rowell,3.92,100603,2019
The Institution,Helen Sarah Fields,4.08,1827,2023
Death on the Beach (Retired Detectives Club #3),Steph Broadribb,4.39,418,2023
Fablehouse,E.L. Norry,3.97,68,2023
Il est grand temps de rallumer les étoiles,Virginie Grimaldi,4.23,8541,2018
Riding the Iron Rooster,Paul Theroux,4.03,9007,1988
Becoming Mrs. Lewis,Patti Callahan Henry,4.05,38256,2018
"My Life in Full: Work, Family, and Our Future",Indra  Nooyi,4.26,6522,2021
Fairy Tale,Stephen King,4.14,165090,2022
Enchantment: Awakening Wonder in an Anxious Age,Katherine May,3.7,4318,2023
Love Me Do,Lindsey Kelk,4.2,576,2023
The Forest of Vanishing Stars,Kristin Harmel,4.26,59614,2021
Hyperfocus: How to Be More Productive in a World of Distraction,Chris   Bailey,3.9,7207,2018
鬼滅の刃 20 [Kimetsu no Yaiba 20],Koyoharu Gotouge,4.67,9360,2020
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.34,729597,2019
The People&#39;s Hospital: Hope and Peril in American Medicine,Ricardo Nuila,4.38,731,2020
A Likeable Woman,May Cobb,3.55,656,2023
Ciao For Now,Kate Bromley,3.67,1653,2023
Dead Eleven,Jimmy Juliano,3.89,1579,2023
Holy Moments: A handbook for the rest of your life,Matthew Kelly,3.98,2297,2022
The Second Murderer: A Philip Marlowe Novel,Denise Mina,4.22,87,2023
When Breath Becomes Air,Paul Kalanithi,4.39,610760,2016
Bob,Wendy Mass,4.06,10270,2018
The Key,Kathryn Hughes,4.28,15694,2018
The Invention of Wings,Sue Monk Kidd,4.25,306677,2014
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.42,120805,1992
Kind of Hindu,Mindy Kaling,4.18,12918,2020
Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate,3.81,45965,2020
Lanny,Max Porter,4.06,24910,2019
Kalpsizler,Kerilynn Wilson,4.13,389,2023
Salt to the Sea,Ruta Sepetys,4.36,193824,2016
Tipping the Velvet,Sarah Waters,4.04,68205,1998
Holy Bible: New International Version,Anonymous,4.6,84157,1455
"Chain of Gold (The Last Hours, #1)",Cassandra Clare,4.41,94933,2020
Chłopki: Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,4.51,880,2023
Einstein: His Life and Universe,Walter Isaacson,4.16,176821,2007
"The Midsummer Bride (The Dead Lands, #4)",Kati Wilde,3.84,45,2023
Psy (Alien Castaways #3; Intergalactic Dating Agency),Cara Bristol,4.31,321,2020
"The Workweek Lunch Cookbook: Easy, Delicious Meals to Meal Prep, Pack and Take On the Go",Talia Koren,3.85,92,2022
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4,388921,1920
Pequena Coreografia do Adeus,Aline Bei,4.39,5142,2021
I Pucking Love You (The Copper Valley Thrusters #5),Pippa Grant,4.48,4901,2021
Linked,Gordon Korman,4.2,4864,2021
"Claws and Contrivances (Regency Dragons, #2)",Stephanie Burgis,4.59,115,2023
The Practice of Groundedness: A Transformative Path to Success That Feeds—Not Crushes—Your Soul,Brad Stulberg,4.13,2208,2021
Golden Girl,Reem Faruqi,4.07,937,2022
The Sun Also Rises,Ernest Hemingway,3.8,426503,1926
Trust the Plan: The Rise of QAnon and the Conspiracy That Unhinged America,William Sommer,4.14,1923,2023
"The Redbreast (Harry Hole, #3)",Jo Nesbø,3.94,99728,2000
Deception Point,Dan Brown,3.75,654872,2001
Doom Guy: Life in First Person,John Romero,4.32,136,2023
The Structure of Scientific Revolutions,Thomas S. Kuhn,4.03,26294,1962
"Dinosaurs, Disasters &amp; Albert Einswine (Dino Magic, #1)",Sedona Ashe,4.3,1309,2023
Life in Five Senses: How Exploring the Senses Got Me Out of My Head and Into the World,Gretchen Rubin,3.87,2619,2023
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.08,581328,2011
"The Butcher and the Wren (The Butcher and the Wren, #1)",Alaina Urquhart,3.72,40660,2022
Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,4.37,137619,2016
Yumi and the Nightmare Painter,Brandon Sanderson,4.59,10516,2023
The Second Ending,Michelle   Hoffman,4,1262,2023
Rana Joon and the One and Only Now,Shideh Etaat,4.13,55,2023
"In Her Sights (Pink Pistol Sisterhood, #1)",Karen Witemeyer,4.47,599,2023
"Moi les hommes, je les déteste",Pauline Harmange,3.83,9901,2020
The Secrets of Us,Lucinda Berry,3.94,32802,2021
The Velveteen Rabbit,Margery Williams Bianco,4.3,252164,1922
Bruce and the Legend of Soggy Hollow (Mother Bruce Series),Ryan T.  Higgins,4.27,91,2023
Do Epic Shit,Ankur Warikoo,3.81,6074,2021
The Strength In Our Scars,Bianca Sparacino,4.09,8527,2018
"Diper Överlöde (Diary of a Wimpy Kid, #17)",Jeff Kinney,4.07,6193,2022
All Quiet on the Western Front,Erich Maria Remarque,4.06,436065,1928
The Boat Trip,Heather J. Fitt,4.23,136,2023
Wild Spaces,S.L. Coney,4,168,2023
"You Can Die (Laurel Snow, #3)",Rebecca Zanetti,4.42,760,2023
The Ship Beneath the Ice: The Discovery of Shackleton&#39;s Endurance,Mensun Bound,4.22,610,2022
Near Miss (Stone Barrington #64),Stuart Woods,4.22,2781,2023
Cat Kid Comic Club,Dav Pilkey,4.03,27154,2020
The Prenup,Arianne Richmonde,4.06,159,2023
"Charlotte Illes Is Not a Detective (Not a Detective Mysteries, #1)",Katie Siegel,3.56,650,2023
"First Grave on the Right (Charley Davidson, #1)",Darynda Jones,4.03,85765,2011
The Discreet Charm of the Big Bad Wolf (Detective Varg #4),Alexander McCall Smith,4.32,78,2023
"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",Bisco Hatori,4.44,20229,2003
Camp Zero,Michelle Min Sterling,3.22,10296,2023
All the Beauty in the World: The Metropolitan Museum of Art and Me,Patrick Bringley,4.14,3365,2023
The Complete Maus,Art Spiegelman,4.57,205422,1980
The House of Wolves,James Patterson,4.23,14380,2023
"Their Perfect Omega (Omega Match, #2)",Maya Nicole,4.17,1849,2023
That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,4.21,13560,2019
Cabin Fever: The Harrowing Journey of a Cruise Ship at the Dawn of a Pandemic,Michael Smith,4.23,1845,2022
"A Psalm for the Wild-Built (Monk &amp; Robot, #1)",Becky  Chambers,4.29,74691,2021
Memoirs of a Geisha,Arthur Golden,4.14,1946557,1997
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,201179,1945
Shy,Max Porter,3.78,2947,2023
The Body in the Library,Agatha Christie,3.83,98509,1942
The Husband's Secret,Liane Moriarty,3.95,648346,2015
How to Honeymoon Alone,Olivia Hayle,4.19,4125,2023
Why Has Nobody Told Me This Before?,Julie      Smith,3.92,18270,2022
Where Starlight Burns (Nova Moss Chronicles Book 1),Alicia Haberski,3.71,42,2023
Spider-Man: The Lost Hunt (Spider-Man: The Lost Hunt (2022-2023)),J.M. DeMatteis,3.42,43,2023
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,4.42,75137,2019
In a Sunburned Country,Bill Bryson,4.07,108224,2000
Ringmaster: Vince McMahon and the Unmaking of America,Abraham Riesman,3.77,830,2023
"Trust Me (Evidence: Under Fire, #2)",Rachel  Grant,4.47,391,2023
The Christie Affair,Nina de Gramont,3.73,67538,2022
My Evil Mother,Margaret Atwood,3.91,67881,2022
Scout Is Not a Band Kid,Jade Armstrong,4,1296,2022
Fluke,Adriana Locke,4.22,3626,2023
Knowing God,J.I. Packer,4.31,55840,1973
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,3.92,49684,2010
The Surgeon,Leslie Wolfe,4.04,13095,2023
The Seven Moons of Maali Almeida,Shehan Karunatilaka,3.97,24596,2022
The America's Test Kitchen Family Cookbook,America's Test Kitchen,4.16,18563,2005
I&#39;ll Stop the World,Lauren Thoman,4.01,9756,2023
"The Book Woman&#39;s Daughter (The Book Woman of Troublesome Creek, #2)",Kim Michele Richardson,4.23,50738,2022
The Hotel Nantucket,Elin Hilderbrand,4.09,167036,2022
"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,3.56,111841,1997
"Beartown (Beartown, #1)",Fredrik Backman,4.29,381132,2016
Snow Crash,Neal Stephenson,4.02,271764,1992
Silent Bones (Kelly Porter #11),Rachel Lynch,4.59,185,2023
The Blame Game,Sandie Jones,3.31,7255,2022
Rome and Persia: The Seven Hundred Year Rivalry,Adrian Goldsworthy,4.25,12,2023
Pretty Girls,Karin Slaughter,4.04,301010,2015
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.11,704891,2010
The Power of Regret: How Looking Backward Moves Us Forward,Daniel H. Pink,3.85,10070,2022
"Keeper of Enchanted Rooms (Whimbrel House, #1)",Charlie N. Holmberg,4.24,25405,2022
Feelings: A Story in Seasons,Manjit Thapp,4.19,2686,2021
Will,Will Smith,4.27,59335,2021
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,4.27,624678,1956
The Braid Girls,Sherri Winston,3.84,64,2023
"Love on Target (Pink Pistol Sisterhood, #2)",Shanna Hatfield,4.63,399,2023
"Finding Perfect (Hopeless, #2.6)",Colleen Hoover,4.18,48422,2019
"Good as Gold (Giltmaker, #1)",Sarina Bowen,4.12,2859,2023
Mickey Chambers Shakes It Up,Charish Reid,4.04,305,2023
"A Thread of Violence: A Story of Truth, Invention, and Murder",Mark    O\'Connell,3.93,250,2023
"The Lazy Genius Way: Embrace What Matters, Ditch What Doesn&#39;t, and Get Stuff Done",Kendra Adachi,4.15,21043,2020
"Traveling with Gentlemen (Tempting Monsters, #1.1)",Kathryn  Moon,4.38,66,2023
"If Not, Winter: Fragments of Sappho",Sappho,4.44,15849,2002
"Magical Midlife Madness (Leveling Up, #1)",K.F. Breene,4.22,32027,2020
The London Séance Society,Sarah Penner,3.5,29484,2023
The Cruise,Caroline James,4.26,3028,2023
Critique of Pure Reason,Immanuel Kant,3.96,34539,1781
"Falling Embers (Tattered &amp; Torn, #2)",Catherine Cowles,4.19,7528,2022
"One Little Lie (The Pelican Harbor, #1)",Colleen Coble,4.09,6907,2020
Slime,David Walliams,4.24,2953,2020
Breakfast at Tiffany&#39;s and Three Stories,Truman Capote,3.85,254618,1958
The Door of No Return,Kwame Alexander,4.37,4127,2022
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.12,218310,2017
This Is How We Do It: A Pep Talk,Kevin  Hart,4.08,3300,2022
"Doctor Sleep (The Shining, #2)",Stephen King,4.13,247598,2013
Sarah's Key,Tatiana de Rosnay,4.17,465662,2006
"Orphan Train Escape (Hearts on the Rails, #1)",Rachel Wesson,4.26,6078,2018
My Other Half,Neya B,4.23,91,2023
"American Gods (American Gods, #1)",Neil Gaiman,4.11,894611,2001
Jana Goes Wild,Farah Heron,3.54,1099,2023
After Death,Dean Koontz,4.2,2686,2023
I'll Give You the Sun,Jandy Nelson,4.16,324792,2014
Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,4.19,140466,2016
"Something is Killing the Children, Vol. 4",James Tynion IV,4.45,3814,2022
Pet,Catherine Chidgey,4.28,238,2023
Artfully Yours,Joanna Lowell,3.71,799,2023
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,3.98,1165628,1962
The Interpretation of Dreams,Sigmund Freud,3.84,71323,1899
Barefoot Contessa Back to Basics,Ina Garten,4.08,35316,2008
أنا قادم أيها الضوء,محمد أبو الغيط,4.75,1383,2022
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.72,354211,1958
The Nice Guy,Sarah A. Denzil,3.87,1191,2023
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.11,137874,2015
Falling Upward: A Spirituality for the Two Halves of Life,Richard Rohr,4.22,14979,2004
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.26,236655,1989
The Stand,Stephen King,4.35,731251,1978
21 Lessons for the 21st Century,Yuval Noah Harari,4.17,147733,2018
Trouble,Lex Croucher,4.29,220,2023
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2385770,1996
Star Wars: The High Republic - The Blade,Charles Soule,4.05,199,2023
"To Kill a Kingdom (Hundred Kingdoms, #1)",Alexandra Christo,3.76,166766,2018
The Art of Travel,Alain de Botton,3.83,23328,2002
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.29,134381,2007
Lowbridge,Lucy Campbell,4.01,149,2023
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,3.84,152604,2019
Clark &amp; Lex,Brendan Reichs,3.4,62,2023
ゆびさきと恋々 6 [Yubisaki to Renren 6],Suu Morishita,4.47,1548,2022
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,4,153505,2001
Teaching My Mother How to Give Birth,Warsan Shire,4.25,19411,2011
"Endure: How to Work Hard, Outlast, and Keep Hammering",Cameron R. Hanes,4.07,4594,2022
Made for Me (Made For #1),Natasha Madison,4.27,2938,2022
No Longer Human,Osamu Dazai,4.03,121458,1948
Vacationland,Meg Mitchell Moore,3.74,10959,2022
"Defiance of the Fall 9 (Defiance of the Fall, #9)",TheFirstDefier,4.54,2781,2023
Modern Romance,Aziz Ansari,3.81,184042,2015
Quantum Radio,A.G. Riddle,4.16,7750,2023
The Importance of Being Earnest,Oscar Wilde,4.18,355620,1895
"I&#39;ll Just Date Myself (Gator Bait MC, #7)",Lani Lynn Vale,4.58,1070,2023
Big Little Lies,Liane Moriarty,4.31,957843,2014
The Moon Represents My Heart,Pim Wangtechawat,3.78,211,2023
